underlying_price,strike,expiration_date,option_type,bid,ask,volume,open_interest,last_price,implied_volatility,T,moneyness
241.83999633789062,195.0,2025-04-04,call,46.85,48.6,1.0,5,48.38,0.5534712622070312,0.09098085498051182,0.8063182391367251
241.83999633789062,200.0,2025-04-04,call,40.95,43.6,1.0,3,39.75,0.5036670727539063,0.09098085498051182,0.8269930657812564
241.83999633789062,205.0,2025-04-04,call,36.25,40.0,5.0,1,33.55,0.5474898767089844,0.09098085498051182,0.8476678924257879
241.83999633789062,210.0,2025-04-04,call,32.4,34.35,1.0,30,28.1,0.454107021484375,0.09098085498051182,0.8683427190703192
241.83999633789062,215.0,2025-04-04,call,27.8,29.1,51.0,42,27.55,0.3869690209960937,0.09098085498051182,0.8890175457148507
241.83999633789062,220.0,2025-04-04,call,23.3,24.6,1.0,7,20.16,0.36157864990234373,0.09098085498051182,0.909692372359382
241.83999633789062,225.0,2025-04-04,call,19.15,20.2,5.0,30,19.87,0.334418276977539,0.09098085498051182,0.9303671990039135
241.83999633789062,230.0,2025-04-04,call,15.05,16.1,158.0,159,14.53,0.31214066772460936,0.09098085498051182,0.9510420256484449
241.83999633789062,235.0,2025-04-04,call,10.95,13.6,134.0,180,9.95,0.33777517700195314,0.09098085498051182,0.9717168522929763
241.83999633789062,240.0,2025-04-04,call,8.0,9.35,271.0,468,8.55,0.2863230548095703,0.09098085498051182,0.9923916789375077
241.83999633789062,245.0,2025-04-04,call,5.45,6.3,279.0,907,5.9,0.2624585473632813,0.09098085498051182,1.0130665055820391
241.83999633789062,250.0,2025-04-04,call,3.4,4.5,233.0,1342,3.65,0.2645947564697265,0.09098085498051182,1.0337413322265705
241.83999633789062,255.0,2025-04-04,call,1.87,2.49,233.0,802,2.18,0.239692661743164,0.09098085498051182,1.054416158871102
241.83999633789062,260.0,2025-04-04,call,0.98,1.49,1532.0,1973,1.2,0.23596955444335935,0.09098085498051182,1.0750909855156334
241.83999633789062,265.0,2025-04-04,call,0.47,0.92,174.0,1847,0.7,0.23853300537109373,0.09098085498051182,1.0957658121601648
241.83999633789062,270.0,2025-04-04,call,0.29,0.5,91.0,784,0.37,0.2356033471679687,0.09098085498051182,1.1164406388046961
241.83999633789062,275.0,2025-04-04,call,0.13,0.3,47.0,1069,0.23,0.23975369628906246,0.09098085498051182,1.1371154654492277
241.83999633789062,280.0,2025-04-04,call,0.06,0.18,23.0,178,0.13,0.24414818359375,0.09098085498051182,1.157790292093759
241.83999633789062,285.0,2025-04-04,call,0.07,0.15,14.0,80,0.11,0.260749580078125,0.09098085498051182,1.1784651187382904
241.83999633789062,290.0,2025-04-04,call,0.04,0.66,15.0,36,0.1,0.3676821044921875,0.09098085498051182,1.1991399453828218
241.83999633789062,195.0,2025-04-17,call,47.45,50.1,30.0,3345,44.73,0.5656781713867188,0.12657291521322914,0.8063182391367251
241.83999633789062,200.0,2025-04-17,call,42.8,44.1,190.0,5068,41.75,0.4606987524414063,0.12657291521322914,0.8269930657812564
241.83999633789062,205.0,2025-04-17,call,38.25,39.2,1070.0,769,37.21,0.42249112670898437,0.12657291521322914,0.8476678924257879
241.83999633789062,210.0,2025-04-17,call,33.6,34.5,18.0,1412,33.3,0.39398799377441407,0.12657291521322914,0.8683427190703192
241.83999633789062,215.0,2025-04-17,call,29.15,31.8,14.0,4023,26.5,0.44824770507812495,0.12657291521322914,0.8890175457148507
241.83999633789062,220.0,2025-04-17,call,24.75,26.85,28.0,7505,22.4,0.39813834289550787,0.12657291521322914,0.909692372359382
241.83999633789062,225.0,2025-04-17,call,20.5,22.6,315.0,2263,18.85,0.3715883154296875,0.12657291521322914,0.9303671990039135
241.83999633789062,230.0,2025-04-17,call,16.55,18.3,656.0,6832,16.95,0.3382634533691406,0.12657291521322914,0.9510420256484449
241.83999633789062,235.0,2025-04-17,call,12.3,14.5,738.0,15324,13.55,0.31464308410644526,0.12657291521322914,0.9717168522929763
241.83999633789062,240.0,2025-04-17,call,9.7,10.25,2275.0,12026,10.07,0.26972165832519535,0.12657291521322914,0.9923916789375077
241.83999633789062,245.0,2025-04-17,call,7.0,7.45,910.0,21457,7.22,0.25666026550292964,0.12657291521322914,1.0130665055820391
241.83999633789062,250.0,2025-04-17,call,4.8,5.15,2858.0,19575,4.94,0.24500266723632813,0.12657291521322914,1.0337413322265705
241.83999633789062,255.0,2025-04-17,call,3.05,3.4,1208.0,14248,3.23,0.23596955444335935,0.12657291521322914,1.054416158871102
241.83999633789062,260.0,2025-04-17,call,1.88,2.08,1885.0,18003,2.01,0.2264481652832031,0.12657291521322914,1.0750909855156334
241.83999633789062,265.0,2025-04-17,call,1.22,1.42,1463.0,18365,1.22,0.2304764453125,0.12657291521322914,1.0957658121601648
241.83999633789062,270.0,2025-04-17,call,0.68,0.75,1044.0,10046,0.74,0.22022264160156246,0.12657291521322914,1.1164406388046961
241.83999633789062,275.0,2025-04-17,call,0.41,0.47,584.0,6224,0.41,0.22266402343749997,0.12657291521322914,1.1371154654492277
241.83999633789062,280.0,2025-04-17,call,0.25,0.33,163.0,5485,0.28,0.2304764453125,0.12657291521322914,1.157790292093759
241.83999633789062,285.0,2025-04-17,call,0.17,0.19,40.0,5026,0.17,0.2299881689453125,0.12657291521322914,1.1784651187382904
241.83999633789062,290.0,2025-04-17,call,0.11,0.24,28.0,2199,0.1,0.25977302734375,0.12657291521322914,1.1991399453828218
241.83999633789062,195.0,2025-05-16,call,49.15,51.05,5.0,3466,45.65,0.4852346398925781,0.20597058804006008,0.8063182391367251
241.83999633789062,200.0,2025-05-16,call,44.5,45.3,7.0,517,42.89,0.41571629211425776,0.20597058804006008,0.8269930657812564
241.83999633789062,205.0,2025-05-16,call,39.9,41.65,6.0,416,36.45,0.4282283740234375,0.20597058804006008,0.8476678924257879
241.83999633789062,210.0,2025-05-16,call,34.8,37.35,2.0,4660,32.15,0.41107766662597656,0.20597058804006008,0.8683427190703192
241.83999633789062,215.0,2025-05-16,call,31.35,31.85,533.0,1177,28.73,0.3540103662109374,0.20597058804006008,0.8890175457148507
241.83999633789062,220.0,2025-05-16,call,27.05,28.8,20.0,1064,25.21,0.36914693359375,0.20597058804006008,0.909692372359382
241.83999633789062,225.0,2025-05-16,call,22.3,24.85,111.0,1856,23.2,0.35217932983398437,0.20597058804006008,0.9303671990039135
